"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","CLOC","DLOC","HNDB","LDC","LLDC","LLOC","LOC","MI","McCC","NOI","NOS","NUMPAR","TCLOC","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Security Rules","Clone Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Size Metric Rules"
"L16920","void startAcademicOfficials(View view)","com.whatEver.iitnstu.HomeActivity.startAcademicOfficials(LView;)V","L16460","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\HomeActivity.java","153","5","156","6","0","0","0","0","0","0","5","5","0","0","0","4","4","0","1","0","2","1","5","4","4","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L16926","void startNoticeBoard(View view)","com.whatEver.iitnstu.HomeActivity.startNoticeBoard(LView;)V","L16460","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\HomeActivity.java","163","5","166","6","0","0","0","0","0","0","5","5","0","0","0","4","4","0","1","0","2","1","5","4","4","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L16932","void logout(View view)","com.whatEver.iitnstu.HomeActivity.logout(LView;)V","L16460","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\HomeActivity.java","168","5","172","6","0","0","0","0","0","0","0","0","0","0","0","5","5","0","1","0","3","1","0","5","5","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L16936","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.IntroActivity.onCreate(LBundle;)V","L16873","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\IntroActivity.java","13","5","17","6","0","0","0","0","0","0","0","0","0","0","0","5","5","0","1","0","2","1","0","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16942","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.MainActivity.onCreate(LBundle;)V","L16939","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\MainActivity.java","25","5","58","6","0","0","0","0","0","0","1","0","0","0","0","8","34","0","1","0","4","1","1","26","34","4","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0"
"L17176","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.NoticeBoardActivity.onCreate(LBundle;)V","L16929","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\NoticeBoardActivity.java","42","5","55","6","0","0","0","0","0","0","0","0","0","0","0","11","14","0","1","2","8","1","0","11","14","8","0","0","0","0","2","0","0","1","0","0","0","0","1","0","0","0","0","0"
"L17189","void sortNoticesByDate()","com.whatEver.iitnstu.NoticeBoardActivity.sortNoticesByDate()V","L16929","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\NoticeBoardActivity.java","60","5","70","6","0","0","0","0","0","0","3","3","0","0","0","6","11","0","1","0","3","0","3","11","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17210","void viewNotices()","com.whatEver.iitnstu.NoticeBoardActivity.viewNotices()V","L16929","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\NoticeBoardActivity.java","75","5","93","6","0","0","0","0","0","0","3","3","0","0","0","10","19","0","2","1","6","0","3","18","19","6","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0"
"L17187","void fetchingData()","com.whatEver.iitnstu.NoticeBoardActivity.fetchingData()V","L16929","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\NoticeBoardActivity.java","99","5","128","6","0","0","0","0","0","0","3","3","0","0","0","6","30","0","1","1","2","0","3","28","30","2","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"L17239","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.OfficialsActivity.onCreate(LBundle;)V","L16923","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\OfficialsActivity.java","30","5","41","6","0","0","0","0","0","0","0","0","0","0","0","10","12","0","1","2","7","1","0","10","12","7","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17247","void fetchingData()","com.whatEver.iitnstu.OfficialsActivity.fetchingData()V","L16923","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\OfficialsActivity.java","46","5","67","6","0","0","0","0","0","0","3","3","0","0","0","5","22","0","1","1","2","0","3","18","22","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17266","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.ProfileActivity.onCreate(LBundle;)V","L17256","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\ProfileActivity.java","26","5","55","6","0","0","0","0","0","0","4","0","0","0","0","20","30","0","2","0","16","1","4","20","30","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17296","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.RegisterUserActivity.onCreate(LBundle;)V","L16473","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\RegisterUserActivity.java","39","5","76","6","0","0","0","0","0","0","0","0","0","0","0","16","38","0","1","0","11","1","0","33","38","11","0","0","0","1","5","0","0","5","0","0","1","0","0","0","0","0","0","0"
"L17323","void setDb()","com.whatEver.iitnstu.RegisterUserActivity.setDb()V","L16473","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\RegisterUserActivity.java","81","5","87","6","0","0","0","0","0","0","3","3","0","0","0","7","7","0","3","0","5","0","3","7","7","5","0","0","0","1","2","0","1","2","0","0","0","0","0","0","0","0","0","0"
"L17327","void registerUser(String UEmail, String UPassword, String Uname, String UPhone, String Uid)","com.whatEver.iitnstu.RegisterUserActivity.registerUser(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","L16473","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\RegisterUserActivity.java","99","5","136","6","0","0","0","0","0","0","11","9","0","0","0","10","38","0","2","1","3","5","11","36","38","3","0","6","0","1","10","0","1","6","1","0","9","0","0","0","0","0","0","0"
"L17319","void register(String email, String password)","com.whatEver.iitnstu.RegisterUserActivity.register(Ljava/lang/String;Ljava/lang/String;)V","L16473","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\RegisterUserActivity.java","145","5","170","6","0","0","0","0","0","0","6","6","0","0","0","5","20","0","1","0","2","2","6","21","26","5","0","0","1","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0"
"L17317","boolean emailValidation(String email)","com.whatEver.iitnstu.RegisterUserActivity.emailValidation(Ljava/lang/String;)Z","L16473","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\RegisterUserActivity.java","172","5","178","6","0","0","0","0","0","0","0","0","0","0","0","7","7","0","2","0","3","1","0","7","7","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L17375","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.SearchActivity.onCreate(LBundle;)V","L16917","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SearchActivity.java","45","5","107","6","0","0","0","0","0","0","1","0","0","0","0","21","33","0","1","3","16","1","1","55","63","34","0","1","2","1","1","0","2","0","0","1","0","0","0","0","0","0","0","0"
"L17432","void searchOfficial()","com.whatEver.iitnstu.SearchActivity.searchOfficial()V","L16917","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SearchActivity.java","113","5","128","6","0","0","0","0","0","0","4","4","0","0","0","14","16","0","5","4","10","0","4","14","16","10","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L17434","void searchStudent()","com.whatEver.iitnstu.SearchActivity.searchStudent()V","L16917","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SearchActivity.java","134","5","150","6","0","0","0","0","0","0","4","4","0","0","0","15","17","0","6","5","11","0","4","15","17","11","0","3","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0"
"L17430","void searchTeacher()","com.whatEver.iitnstu.SearchActivity.searchTeacher()V","L16917","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SearchActivity.java","156","5","171","6","0","0","0","0","0","0","4","4","0","0","0","14","16","0","5","4","10","0","4","14","16","10","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L17404","void fetchingStudentData()","com.whatEver.iitnstu.SearchActivity.fetchingStudentData()V","L16917","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SearchActivity.java","176","5","191","6","0","0","0","0","0","0","3","3","0","0","0","5","16","0","1","0","1","0","3","16","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17406","void fetchingTeacherData()","com.whatEver.iitnstu.SearchActivity.fetchingTeacherData()V","L16917","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SearchActivity.java","196","5","210","6","0","0","0","0","0","0","3","3","0","0","0","4","15","0","1","0","1","0","3","15","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17408","void fetchingOfficialData()","com.whatEver.iitnstu.SearchActivity.fetchingOfficialData()V","L16917","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SearchActivity.java","215","5","229","6","0","0","0","0","0","0","3","3","0","0","0","4","15","0","1","0","1","0","3","15","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17470","boolean dispatchTouchEvent(MotionEvent ev)","com.whatEver.iitnstu.SearchActivity.dispatchTouchEvent(LMotionEvent;)Z","L16917","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SearchActivity.java","231","5","238","6","0","0","0","0","0","0","0","0","0","0","0","8","8","0","2","0","4","1","0","8","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17481","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.StudentAdapterActivity.onCreate(LBundle;)V","L16527","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\StudentAdapterActivity.java","34","5","51","6","0","0","0","0","0","0","0","0","0","0","0","14","18","0","1","2","11","1","0","14","18","11","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17492","void fetchingData()","com.whatEver.iitnstu.StudentAdapterActivity.fetchingData()V","L16527","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\StudentAdapterActivity.java","57","5","81","6","0","0","0","0","0","0","3","3","0","0","0","6","25","0","1","1","2","0","3","21","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17503","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.StudentInfoActivity.onCreate(LBundle;)V","L16890","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\StudentInfoActivity.java","30","5","41","6","0","0","0","0","0","0","0","0","0","0","0","10","12","0","1","2","7","1","0","10","12","7","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17511","void fetchingData()","com.whatEver.iitnstu.StudentInfoActivity.fetchingData()V","L16890","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\StudentInfoActivity.java","47","5","66","6","0","0","0","0","0","0","3","3","0","0","0","5","20","0","1","1","2","0","3","17","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17522","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.SyllabusActivity.onCreate(LBundle;)V","L16901","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SyllabusActivity.java","17","5","21","6","0","0","0","0","0","0","0","0","0","0","0","5","5","0","1","0","2","1","0","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17525","void firstSemesterStart(View view)","com.whatEver.iitnstu.SyllabusActivity.firstSemesterStart(LView;)V","L16901","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SyllabusActivity.java","28","5","33","6","0","0","0","0","0","0","5","5","0","0","0","6","6","0","1","0","2","1","5","6","6","2","0","0","0","3","1","0","0","1","0","0","3","0","0","0","0","0","0","0"
"L17528","void secondSemesterStart(View view)","com.whatEver.iitnstu.SyllabusActivity.secondSemesterStart(LView;)V","L16901","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SyllabusActivity.java","40","5","45","6","0","0","0","0","0","0","5","5","0","0","0","6","6","0","1","0","2","1","5","6","6","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17531","void thirdSemesterStart(View view)","com.whatEver.iitnstu.SyllabusActivity.thirdSemesterStart(LView;)V","L16901","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SyllabusActivity.java","52","5","57","6","0","0","0","0","0","0","5","5","0","0","0","6","6","0","1","0","2","1","5","6","6","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17534","void fourthSemesterStart(View view)","com.whatEver.iitnstu.SyllabusActivity.fourthSemesterStart(LView;)V","L16901","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SyllabusActivity.java","64","5","69","6","0","0","0","0","0","0","5","5","0","0","0","6","6","0","1","0","2","1","5","6","6","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17537","void fifthSemesterStart(View view)","com.whatEver.iitnstu.SyllabusActivity.fifthSemesterStart(LView;)V","L16901","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SyllabusActivity.java","76","5","81","6","0","0","0","0","0","0","5","5","0","0","0","6","6","0","1","0","2","1","5","6","6","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17540","void sixthSemesterStart(View view)","com.whatEver.iitnstu.SyllabusActivity.sixthSemesterStart(LView;)V","L16901","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SyllabusActivity.java","88","5","93","6","0","0","0","0","0","0","5","5","0","0","0","6","6","0","1","0","2","1","5","6","6","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17543","void seventhSemesterStart(View view)","com.whatEver.iitnstu.SyllabusActivity.seventhSemesterStart(LView;)V","L16901","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SyllabusActivity.java","100","5","105","6","0","0","0","0","0","0","5","5","0","0","0","6","6","0","1","0","2","1","5","6","6","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17546","void eighthSemesterStart(View view)","com.whatEver.iitnstu.SyllabusActivity.eighthSemesterStart(LView;)V","L16901","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\SyllabusActivity.java","112","5","117","6","0","0","0","0","0","0","5","5","0","0","0","6","6","0","1","0","2","1","5","6","6","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17555","void onCreate(Bundle savedInstanceState)","com.whatEver.iitnstu.TeachersInfoActivity.onCreate(LBundle;)V","L16884","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\TeachersInfoActivity.java","33","5","45","6","0","0","0","0","0","0","0","0","0","0","0","10","13","0","1","2","7","1","0","10","13","7","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L17563","void fetchingData()","com.whatEver.iitnstu.TeachersInfoActivity.fetchingData()V","L16884","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\main\java\com\whatEver\iitnstu\TeachersInfoActivity.java","51","5","76","6","0","0","0","0","0","0","3","3","0","0","0","5","26","0","1","1","2","0","3","18","26","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17606","void addition_isCorrect()","com.whatEver.iitnstu.ExampleUnitTest.addition_isCorrect()V","L17603","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\src\test\java\com\whatEver\iitnstu\ExampleUnitTest.java","13","5","16","6","0","0","0","0","0","0","0","0","0","0","0","4","4","0","1","0","1","0","0","4","4","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L5422","R()","com.github.barteksc.pdfviewer.R.<init>()V","L5421","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\github\barteksc\pdfviewer\R.java","10","5","10","19","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5424","attr()","com.github.barteksc.pdfviewer.R$attr.<init>()V","L5423","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\github\barteksc\pdfviewer\R.java","13","9","13","26","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5430","drawable()","com.github.barteksc.pdfviewer.R$drawable.<init>()V","L5429","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\github\barteksc\pdfviewer\R.java","21","9","21","30","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5436","styleable()","com.github.barteksc.pdfviewer.R$styleable.<init>()V","L5435","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\github\barteksc\pdfviewer\R.java","29","9","29","31","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5562","R()","com.google.android.material.R.<init>()V","L5561","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\android\material\R.java","10","5","10","19","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8048","R()","com.google.firebase.auth.R.<init>()V","L8047","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\auth\R.java","10","5","10","19","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8060","R()","com.google.firebase.firestore.R.<init>()V","L8059","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\firestore\R.java","10","5","10","19","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8287","attr()","com.google.firebase.R$attr.<init>()V","L8286","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","13","9","13","26","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8298","bool()","com.google.firebase.R$bool.<init>()V","L8297","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","26","9","26","26","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8301","color()","com.google.firebase.R$color.<init>()V","L8300","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","31","9","31","27","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8310","dimen()","com.google.firebase.R$dimen.<init>()V","L8309","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","42","9","42","27","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8332","drawable()","com.google.firebase.R$drawable.<init>()V","L8331","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","66","9","66","30","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8346","id()","com.google.firebase.R$id.<init>()V","L8345","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","82","9","82","24","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8378","integer()","com.google.firebase.R$integer.<init>()V","L8377","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","116","9","116","29","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8383","layout()","com.google.firebase.R$layout.<init>()V","L8382","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","123","9","123","28","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8400","string()","com.google.firebase.R$string.<init>()V","L8399","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","142","9","142","28","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8404","style()","com.google.firebase.R$style.<init>()V","L8403","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","148","9","148","27","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8418","styleable()","com.google.firebase.R$styleable.<init>()V","L8417","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\R.java","164","9","164","31","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8441","R()","com.google.firebase.storage.R.<init>()V","L8440","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\firebase\storage\R.java","10","5","10","19","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5452","R()","com.google.android.gms.base.R.<init>()V","L5451","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\android\gms\base\R.java","10","5","10","19","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5541","R()","com.google.android.gms.common.R.<init>()V","L5540","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\android\gms\common\R.java","10","5","10","19","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5552","R()","com.google.android.gms.flags.R.<init>()V","L5551","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\android\gms\flags\R.java","10","5","10","19","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5557","R()","com.google.android.gms.tasks.R.<init>()V","L5556","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\android\gms\tasks\R.java","10","5","10","19","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5564","anim()","com.google.android.material.R$anim.<init>()V","L5563","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\android\material\R.java","13","9","13","26","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5582","animator()","com.google.android.material.R$animator.<init>()V","L5581","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\android\material\R.java","33","9","33","30","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5594","attr()","com.google.android.material.R$attr.<init>()V","L5593","L103","C:\Users\arnab\AndroidStudioProjects\IITNSTU\app\build\generated\not_namespaced_r_class_sources\debug\r\com\google\android\material\R.java","47","9","47","26","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
